1.0285,acquired,0.553,0.286,1,-1.00,-1
1.1249,acquired,0.594,0.260,1,-1.00,-1
1.2295,acquired,0.630,0.235,1,-1.00,-1
1.3243,acquired,0.655,0.218,1,-1.00,-1
1.4243,acquired,0.673,0.211,1,-1.00,-1
1.5246,acquired,0.685,0.207,1,-1.00,-1
1.6245,acquired,0.707,0.198,1,-1.00,-1
1.7265,acquired,0.723,0.198,1,-1.00,-1
1.8245,acquired,0.752,0.206,1,-1.00,-1
1.9244,acquired,0.781,0.219,1,-1.00,-1
2.0260,acquired,0.807,0.235,1,-1.00,-1
2.1245,acquired,0.829,0.253,1,-1.00,-1
2.2263,acquired,0.842,0.255,1,-1.00,-1
2.3243,acquired,0.850,0.286,1,-1.00,-1
2.4244,acquired,0.817,0.300,1,-1.00,-1
2.5245,acquired,0.789,0.308,1,-1.00,-1
2.6244,acquired,0.760,0.315,1,-1.00,-1
2.7263,acquired,0.719,0.314,1,-1.00,-1
2.8243,acquired,0.680,0.302,1,-1.00,-1
2.9244,acquired,0.652,0.292,1,-1.00,-1
3.0246,acquired,0.632,0.281,1,-1.00,-1
3.1244,acquired,0.614,0.268,1,-1.00,-1
3.2263,acquired,0.596,0.255,1,-1.00,-1
3.3243,acquired,0.558,0.237,1,-1.00,-1
3.4244,acquired,0.517,0.223,1,-1.00,-1
3.5245,acquired,0.492,0.219,1,-1.00,-1
3.6244,acquired,0.479,0.210,1,-1.00,-1
3.7263,acquired,0.495,0.194,1,-1.00,-1
3.8243,acquired,0.522,0.190,1,-1.00,-1
3.9245,acquired,0.549,0.184,1,-1.00,-1
4.0247,acquired,0.564,0.181,1,-1.00,-1
4.1243,acquired,0.577,0.179,1,-1.00,-1
4.2289,acquired,0.591,0.178,2,-1.00,-1
4.3244,acquired,0.615,0.179,1,-1.00,-1
4.4244,acquired,0.637,0.176,1,-1.00,-1
4.5246,acquired,0.651,0.177,1,-1.00,-1
4.6243,acquired,0.673,0.179,1,-1.00,-1
4.7262,acquired,0.687,0.180,1,-1.00,-1
4.8243,acquired,0.700,0.180,1,-1.00,-1
4.9243,acquired,0.712,0.179,1,-1.00,-1
5.0245,acquired,0.733,0.172,1,-1.00,-1
5.1246,acquired,0.753,0.175,1,-1.00,-1
5.2261,acquired,0.760,0.182,1,-1.00,-1
5.3244,acquired,0.772,0.194,1,-1.00,-1
5.4243,acquired,0.753,0.196,1,-1.00,-1
5.5267,acquired,0.697,0.192,2,-1.00,-1
5.6244,acquired,0.655,0.183,1,-1.00,-1
5.7262,acquired,0.611,0.172,1,-1.00,-1
5.8243,acquired,0.573,0.166,1,-1.00,-1
5.9243,acquired,0.535,0.164,1,-1.00,-1
6.0246,acquired,0.477,0.162,1,-1.00,-1
6.1269,acquired,0.437,0.163,1,-1.00,-1
6.2264,acquired,0.408,0.166,1,-1.00,-1
6.3243,acquired,0.384,0.169,1,-1.00,-1
6.4244,acquired,0.365,0.175,1,-1.00,-1
6.5246,acquired,0.350,0.179,1,-1.00,-1
6.6243,acquired,0.333,0.187,1,-1.00,-1
6.7263,acquired,0.334,0.207,1,-1.00,-1
6.8243,acquired,0.366,0.219,1,-1.00,-1
6.9265,acquired,0.417,0.213,2,-1.00,-1
7.0247,acquired,0.448,0.203,1,-1.00,-1
7.1243,acquired,0.470,0.199,1,-1.00,-1
7.2273,acquired,0.491,0.192,1,-1.00,-1
7.3244,acquired,0.510,0.187,1,-1.00,-1
7.4244,acquired,0.521,0.183,1,-1.00,-1
7.5245,acquired,0.534,0.182,1,-1.00,-1
7.6244,acquired,0.554,0.175,1,-1.00,-1
7.7262,acquired,0.560,0.177,1,-1.00,-1
7.8242,acquired,0.556,0.195,1,-1.00,-1
7.9242,acquired,0.555,0.189,1,-1.00,-1
8.0292,acquired,0.558,0.188,1,-1.00,-1
8.1242,acquired,0.567,0.187,1,-1.00,-1
8.2261,acquired,0.587,0.176,1,-1.00,-1
8.3242,acquired,0.600,0.170,1,-1.00,-1
8.4242,acquired,0.614,0.166,1,-1.00,-1
8.5245,acquired,0.625,0.166,1,-1.00,-1
8.6242,acquired,0.637,0.168,1,-1.00,-1
8.7261,acquired,0.647,0.168,1,-1.00,-1
8.8242,acquired,0.657,0.170,1,-1.00,-1
8.9242,acquired,0.662,0.171,1,-1.00,-1
9.0244,acquired,0.663,0.173,1,-1.00,-1
9.1241,acquired,0.676,0.171,1,-1.00,-1
9.2259,acquired,0.677,0.178,1,-1.00,-1
9.3241,acquired,0.671,0.176,1,-1.00,-1
9.4243,acquired,0.661,0.179,1,-1.00,-1
9.5243,acquired,0.639,0.178,1,-1.00,-1
9.6241,acquired,0.620,0.180,1,-1.00,-1
9.7261,acquired,0.599,0.182,1,-1.00,-1
9.8241,acquired,0.583,0.186,1,-1.00,-1
